merchant_key,merchant_name,public_entity,ticker,exchange,listing_status,financial_data_level,provider_set,provider_count,public_match_audit_status,official_url_candidates,confirmed_bnpl_adoption_date,confirmed_bnpl_provider,confirmed_date_type,confirmed_evidence_strength,confirmed_evidence_source_type,confirmed_evidence_url,confirmed_evidence_quote_or_note,weak_provider_directory_first_observed_date,weak_provider_directory_provider,weak_provider_directory_url,weak_provider_directory_wayback_url,weak_provider_directory_cdx_error,research_notes
champs,champs,Fitness Champs Holdings Limited,FCHL,NASDAQ,direct_public,merchant_level,affirm,1,exclude_false_public_match,https://www.champssports.com/; https://finance.yahoo.com/quote/FCHL,,,,,,,,,,,,,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
chevron,chevron,Chevron Corporation,CVX,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/CVX,,,,,,,,,,,,cdx https://zip.co/us/store/chevron: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/chevron: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
cigna,cigna,Cigna Corp,CGN.MU,Munich,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/CGN.MU,,,,,,,,,,,,cdx https://zip.co/us/store/cigna: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/cigna: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
coastal,coastal,Coastal Contracts Bhd,5071.KL,Kuala Lumpur Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/5071.KL,,,,,,,,,,,,cdx https://zip.co/us/store/coastal: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/coastal: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
disney,disney,The Walt Disney Company,DIS,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://disneyplus.bn5x.net/QY4Bro; https://www.disneyplus.com/; https://finance.yahoo.com/quote/DIS,,,,,,,,,,,,cdx https://zip.co/us/store/disney-plus: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/disney-plus: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
dynamite,dynamite,GROUPE DYNAMITE INC.,GRGDF,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://dynamite-clothing.pxf.io/6yDAEq; https://finance.yahoo.com/quote/GRGDF,,,,,,,,,,,,cdx https://zip.co/us/store/dynamite: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/dynamite: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
entergy,entergy,Entergy Corporation,ETR,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ETR,,,,,,,,,,,,cdx https://zip.co/us/store/entergy: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/entergy: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
figs,figs,"FIGS, Inc.",FIGS,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/FIGS,,,,,,,,,,,,cdx https://zip.co/us/store/figs: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/figs: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
firstenergy,firstenergy,FirstEnergy Corp.,FE,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/FE,,,,,,,,,,,,cdx https://zip.co/us/store/firstenergy: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/firstenergy: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
fwd,fwd,FWD Group Holdings Limited,1828.HK,Hong Kong,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/1828.HK,,,,,,,,,,,,cdx https://zip.co/us/store/f-wd: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/f-wd: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
garmin,garmin,Garmin Ltd.,GRMN,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/GRMN,,,,,,,,,,,,cdx https://zip.co/us/store/garmin: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/garmin: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
geox,geox,Geox S.p.A.,GXSBY,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/GXSBY,,,,,,,,,,,,cdx https://zip.co/us/store/geox: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/geox: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
giant,giant,Copper Giant Resources Corp.,LBCMF,OQB,direct_public,merchant_level,zip,1,exclude_false_public_match,https://giant.a49tr6.net/094dWP; https://finance.yahoo.com/quote/LBCMF,,,,,,,,,,,,cdx https://zip.co/us/store/giant: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/giant: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
gopro,gopro,"GoPro, Inc.",GPRO,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://gopro.prf.hn/click/camref:1101lGQsg; https://finance.yahoo.com/quote/GPRO,,,,,,,,,,,,cdx https://zip.co/us/store/gopro: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/gopro: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
harrys,harrys,Harrys Manufacturing Inc.,WSRRF,OTC Markets,direct_public,merchant_level,zip,1,exclude_false_public_match,https://www.harrys.com/en/us; https://www.harrys.com/en/; https://finance.yahoo.com/quote/WSRRF,,,,,,,,,,,,cdx https://zip.co/us/store/harrys: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/harrys: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
herbalife,herbalife,Herbalife Ltd.,HLF,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/HLF,,,,,,,,,,,,cdx https://zip.co/us/store/herbalife: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/herbalife: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
hims,hims,"HIMS Co.,Ltd.",238490.KQ,KOSDAQ,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/238490.KQ,,,,,,,,,,,,cdx https://zip.co/us/store/hims: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/hims: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
intuit,intuit,Intuit Inc.,INTU,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/INTU,,,,,,,,,,,,cdx https://zip.co/us/store/intuit: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/intuit: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
kayak,kayak,Booking Holdings Inc.,BKNG,NASDAQ,subsidiary_of_public,parent_level,zip,1,confirmed_or_manually_mapped_public,https://www.bookingholdings.com/brands/,,,,,,,,,,,,cdx https://zip.co/us/store/kayak: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/kayak: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
kirin,kirin,"Kirin Holdings Company, Limited",2503.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/2503.T,,,,,,,,,,,,cdx https://zip.co/us/store/kirin: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/kirin: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
kroger,kroger,The Kroger Co.,KR,NYSE,direct_public,merchant_level,klarna,1,auto_single_provider_public_candidate_needs_review,https://www.kroger.com/stores/grocery/oh/cincinnati/mariemont/014/00421; https://finance.yahoo.com/quote/KR,,,,,,,,,,,,cdx https://www.klarna.com/us/store/c090e800-4201-4cb0-a72d-e361f240a10c/kroger/pay-with-klarna/: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://www.klarna.com/us/store/c090e800-4201-4cb0-a72d-e361f240a10c/kroger/pay-with-klarna/: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
legalzoom,legalzoom,"LegalZoom.com, Inc.",LZ,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/LZ,,,,,,,,,,,,cdx https://zip.co/us/store/legal-zoom: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/legal-zoom: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
logitech,logitech,Logitech International S.A.,LOGI,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://logitech.cfzu.net/k0qrqL; https://www.logitech.com/en-us; https://finance.yahoo.com/quote/LOGI,,,,,,,,,,,,cdx https://zip.co/us/store/logitech: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/logitech: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
marimekko,marimekko,Marimekko Oyj,0JX9.L,London,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/0JX9.L,,,,,,,,,,,,cdx https://zip.co/us/store/marimekko: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/marimekko: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
martins,martins,"Jerónimo Martins, SGPS, S.A.",JRONF,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://martins.tkl68z.net/3J4dnX; https://finance.yahoo.com/quote/JRONF,,,,,,,,,,,,cdx https://zip.co/us/store/martins: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/martins: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
moncler,moncler,Moncler S.p.A.,MOV.F,Frankfurt,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/MOV.F,,,,,,,,,,,,cdx https://zip.co/us/store/moncler: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/moncler: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
natori,natori,"Natori Co., Ltd.",2922.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://natori.pxf.io/9go1XY; https://www.natori.com/; https://finance.yahoo.com/quote/2922.T,,,,,,,,,,,,cdx https://zip.co/us/store/natori: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/natori: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
paramount,paramount,Paramount Gold Nevada Corp.,PZG,NYSE MKT,direct_public,merchant_level,zip,1,exclude_false_public_match,https://paramountplus.qflm.net/oq9o3W; https://finance.yahoo.com/quote/PZG,,,,,,,,,,,,cdx https://zip.co/us/store/paramount: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/paramount: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
persol,persol,"Persol Holdings Co.,Ltd.",2181.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/2181.T,,,,,,,,,,,,cdx https://zip.co/us/store/persol: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/persol: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
playboy,playboy,"Playboy, Inc.",PLBY,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://playboy.pxf.io/P0BL7z; https://www.playboy.com/; https://finance.yahoo.com/quote/PLBY,,,,,,,,,,,,cdx https://zip.co/us/store/playboy: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/playboy: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
progressive,progressive,The Progressive Corporation,PGR,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/PGR,,,,,,,,,,,,cdx https://zip.co/us/store/progressive: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/progressive: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
roku,roku,"Roku, Inc.",ROKU,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ROKU,,,,,,,,,,,,cdx https://zip.co/us/store/roku: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/roku: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
siriusxm,siriusxm,Sirius XM Holdings Inc.,SIRI,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/SIRI,,,,,,,,,,,,cdx https://zip.co/us/store/siriusxm: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/siriusxm: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
sonder,sonder,Sonder Holdings Inc.,SONDQ,OTC Markets,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/SONDQ,,,,,,,,,,,,cdx https://zip.co/us/store/sonder: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/sonder: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
styland,styland,Styland Holdings Limited,0211.HK,Hong Kong,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/0211.HK,,,,,,,,,,,,cdx https://zip.co/us/store/styland: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/styland: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
sunoco,sunoco,Sunoco LP,SUN,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://www.sunoco.com/find-a-station; https://finance.yahoo.com/quote/SUN,,,,,,,,,,,,cdx https://zip.co/us/store/sunoco: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/sunoco: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
supercom,supercom,SuperCom Ltd.,SPCB,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://supercash.sjv.io/R0n6O2; https://www.super.com/; https://finance.yahoo.com/quote/SPCB,,,,,,,,,,,,cdx https://zip.co/us/store/super-com: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/super-com: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
tanaka,tanaka,"Tanaka Co.,Ltd.",7619.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://finance.yahoo.com/quote/7619.T,,,,,,,,,,,,cdx https://zip.co/us/store/tanaka: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/tanaka: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
thistle,thistle,Thistle Resources Inc.,TRCG.V,CDNX,direct_public,merchant_level,zip,1,exclude_false_public_match,https://thistle.pxf.io/PyPmeX; https://www.thistle.co/; https://finance.yahoo.com/quote/TRCG.V,,,,,,,,,,,,cdx https://zip.co/us/store/thistle: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/thistle: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
thredup,thredUP,ThredUp Inc.,TDUP,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/TDUP,,,,,,,,,,,,cdx https://zip.co/us/store/thredup: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/thredup: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
torrid,torrid,Torrid Holdings Inc.,CURV,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/CURV,,,,,,,,,,,,cdx https://zip.co/us/store/torrid: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/torrid: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
udemy,udemy,"Udemy, Inc.",7WH.F,Frankfurt,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/7WH.F,,,,,,,,,,,,cdx https://zip.co/us/store/udemy: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/udemy: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
viasat,viasat,"Viasat, Inc.",VSAT,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/VSAT,,,,,,,,,,,,cdx https://zip.co/us/store/viasat: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/viasat: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
vitruvi,vitruvi,Vitruvia Medical AG,991.MU,Munich,direct_public,merchant_level,zip,1,exclude_false_public_match,https://vitruvi.com/; https://finance.yahoo.com/quote/991.MU,,,,,,,,,,,,cdx https://zip.co/us/store/vitruvi: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/vitruvi: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
whirlpool,whirlpool,Whirlpool Corporation,WHR,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/WHR,,,,,,,,,,,,cdx https://zip.co/us/store/whirlpool: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/whirlpool: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
wilson,wilson,Wilson Learning Worldwide Inc.,9610.T,Tokyo Stock Exchange,direct_public,merchant_level,zip,1,exclude_false_public_match,https://wilson.aqpq.net/q4rrWb; https://finance.yahoo.com/quote/9610.T,,,,,,,,,,,,cdx https://zip.co/us/store/wilson: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/wilson: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
wix,wix,Wix.com Ltd.,WIX,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/WIX,,,,,,,,,,,,cdx https://zip.co/us/store/wix: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/wix: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
yeti,yeti,"YETI Holdings, Inc.",YETI,NYSE,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/YETI,,,,,,,,,,,,cdx https://zip.co/us/store/yeti: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/yeti: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
zumiez,zumiez,Zumiez Inc.,ZUMZ,NASDAQ,direct_public,merchant_level,zip,1,auto_single_provider_public_candidate_needs_review,https://finance.yahoo.com/quote/ZUMZ,,,,,,,,,,,,cdx https://zip.co/us/store/zumiez: URLError: <urlopen error [Errno 54] Connection reset by peer>; availability https://zip.co/us/store/zumiez: HTTPError: HTTP Error 429: Too Many Requests,"Do not use provider-directory date as formal adoption date unless cross-validated with merchant page, press release, or Wayback official-page evidence."
